Index	Bogennummer	REDE_Namen	Sprache	IM	DES	-	WINTER	FLIEGEN	DIE	TROCKENEN	BLATTER	LAAB	DURCH	IN	LUFT	HERUM	UMEINANDER	RUND	UMBEI	__parsed_extra
gh	25514	Haustenbeck	1	J n ' n	-	-	W i n t e r - -	f l eu g e - t - - - - -	d e	d r u g e n	B l e e r	-	d ü r	-	L u c h t	- - - h e r ü m'm - - - - -	- - - - - - - - - - - -	-	-	-
gh	25522	Heesten	1	J n ' n	-	-	W i n t e r - -	f l eu h - - t - - - - -	d e u	d r e u e n	B l ä h r	-	d ü r	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
gh	25543	Rischenau	1	J n ' n	-	-	W i n t e r - -	f l ȫ h - - t - - - - -	d e u	d r u e n	B l e e r	-	d ö r	-	L u f t	- - - h e r ü mm e - - r -	- - - - - - - - - - - -	-	-	-
gh	25560	Lobach	1	I m	-	-	W i n t e r - -	f l ei g e - t - - - - -	d e	d r e u g e n	B l ä e r	-	d o r	-	L u f t	- - - h e r ü mm e - - r -	- - - - - - - - - - - -	-	-	-
gh	25579	Wenzen	1	J n	-	-	W i n t e r e -	f l ei g e - t - - - - -	d e	d r ö g e n	B l e e r	-	d a r r	-	L u f t	- - - h e r ü mm e - - r -	- - - - - - - - - - - -	-	-	-
gh	25596	Ackenhausen	1	J m	-	-	W i n t e r - -	f l ei g e - t - - - - -	d e i	d r ö g e n	B l ä e	-	d o u r	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
gh	25607	Wolfshagen im Harz	1	J m	-	-	W i n t e r - -	f l ei h e - t - - - - -	d ĕ	d r i e e n	B l ä d e r	-	d o r c h	-	L u f t	- - - h ĕ r u m - - - - -	- - - - - - - - - - - -	-	-	-
gh	25798	Kell	1	E m	-	-	W e n t e r - -	f l e j e n - - - - - -	d e	t r e u g e	B l ä t t e r	-	-	e n	L o f t	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
gh	25824	Stromberg	1	E m m	-	-	W e n d e r - -	f l ie hj e n - - - - - -	d e r r	t r e j e	B l ä h r e r	-	-	e n ̄	L u f t	- - - h e r e mm - - - - -	- - - - - - - - - - - -	-	-	-
gh	25845	Staudt	1	m	-	-	W e n t a - - -	f l ie h e - - - - - - -	d a	t r e i e	B l ä r a	-	-	e n	L o f t	- - - - e= r e m - - - - -	- - - - - - - - - - - -	-	-	-
gh	2586	Jurkiszki	1	E m	-	-	W i n t e r - -	f l ö g e - - - - - - -	e	d r u c k e n e	B l ä d e r	-	d o r c h	-	L o f t	- - - - - r o mm - - - - -	- - - - - - - - - - - -	-	-	-
gh	25876	Steinbach	1	J m	-	-	W e nn t e r - -	f l ee - - - - - - - - -	d e	t r e u e	B l e r e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
gh	25904	Höfen	1	E m	-	-	W ö nk t e r - -	f l e g e n - - - - - -	' n	d r ü	B l a h r	-	d o r c h	-	L u e t	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
gh	25914	Gemünd	1	E m	-	-	W ö ng t e r - -	f l ee g e n - - - - - -	d e	d r ü g g	B l a d e r	-	d ö r c h	-	L u e t	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
gh	2602	Maciejowieta	1	J n	-	-	W i n t e r - -	f l ö g e - - - - - - -	d e	d r u k k e n e	B l ä d e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
gh	26141	Iversheim	1	E m	-	-	W ö nk t e r - -	f l e g e - - - - - - -	d e	d r ü c h	B l a d e r	-	d ö r c h	-	L u e c h	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
gh	26155	Gelsdorf	1	E m	-	-	W ö n d e - - -	f l e g e - - - - - - -	d e	d r ü g	B l a d d e	-	d ö r c h	-	L u e c h	- - - - e r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
gh	26178	Ohlenberg	1	E m	-	-	W ä n d e r - -	f l e j e n - - - - - -	d i e	t r ü	B l ä d d e r	-	d u r c h	-	L o f	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
gh	26205	Seifen	1	Ö m	-	-	W ö n t e r - -	f l e j e n - - - - - -	d e	t r e u e n	B l ä r r e r	-	d o r c h	-	L o f f t	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26228	Gehlert	1	I m	-	-	W e n t e r - -	f l ie g e n - - - - - -	d e r	t r e u e n	B l ä r r e r	-	-	i n	L u f t	- - - h a r ü m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26261	Waigandshain	1	E m	-	-	W e n t e r - -	f l e j e - - - - - - -	d e	d r e u n	B l a r e r	-	d u r c h	-	L u f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26283	Sinn	1	E m	-	-	W e n t e r - -	f l e'i - - - - - - - - -	d ĕ	t r o c k e n e	B l ä r e r	-	d u r c h	-	L o f t	- - - h e rr e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26312	Venwegen	1	E m	-	-	W e nk t e r - -	f l e g e - - - - - - -	d e	d r ü	B l a r	-	d o r c h	-	L o f t	- - - - e r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	26324	Üdingen	1	E m	-	-	W ö ng t e - - -	f l e g e - - - - - - -	d e	d r ü j e	B l a a d e	-	d o r c h	-	L u e t	- - - - ö r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26351	Borr	1	E m	-	-	W ö nk t e - - -	f l e g e - - - - - - -	d e	d r ü c h	B l a d e	-	d ö r c h	-	L u h e t	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26578	Roisdorf	1	E m m	-	-	W ö nk t e - - -	f l e g e - - - - - - -	d e	d r ü c h e	B l a d e	-	d o r c h	-	L u i g	- - - - e r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	26604	Geistingen	1	E m	-	-	W ö nk t e r - -	f l e g e n - - - - - -	d e	d r ü h e	B l a d e r	-	d o r c h	-	L o o g	- - - h ä r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26627	Herchen	1	E m	-	-	W o nk t e r - -	f l e g e n - - - - - -	d e	d r ü h e n	B l ä d e r	-	d u r	-	L u f	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26642	Mittelhof	1	E m	-	-	W e n t e r - -	f l e j e - - - - - - -	d i e	t r e u e	B l a r e r	-	d o r c h	-	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26664	Wilden	1	I m	-	-	W e n t e r - -	f l e h - - - - - - - -	d e	d r e j j e	B l ä r e r	-	d u r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26683	Straßebersbach	1	I h m	-	-	W e n d e r - -	f l e j e - - - - - - -	d e r	t r e u e	B l a r e r	-	-	i	L o f f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26712	Mariagrube	1	E n d e r	-	-	W e nk t e r - -	f l ee g e - - - - - - -	d e	d r ü g g	B l a a r	-	d ö r c h	-	L u | e h t	- - - - e r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	26734	Niederzier	1	E m	-	-	W e nk t e - - -	f l e g e - - - - - - -	d e	t r ü g	B l a	-	d o r c h	-	L u e t	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	26753	Horrem	1	E m	-	-	W ö ng t e - - -	f l e g e - - - - - - -	d e	d r ü c h	B l a d e	-	d o r c h	-	L u e t	- - - h ’ r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2676	Rygarby	1	E m	-	-	W i n t a - - -	f l ö g e - - - - - - -	a	d r e g e	B l ä d a	-	-	e m	L ö f t	- - - - - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	26763	Poll	1	E m	-	-	W i n t e r - -	f l ē g e - - - - - - -	d ĕ	d r ü s c h	B l ä d d e r	-	d u r c h	-	L o o c h	- - - - e r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	2691	Kolwiny	1	E m	-	-	W i n t a - - -	f l e g e - - - - - - -	d ĕ	-	B l ä d a	-	d ö r c h	-	L ŏ f t	- - - - - r ĕ m a - - - -	- - - - - - - - - - - -	-	-	-
hi	27003	Heiligenhaus	1	E m	-	-	W é nk t e r - -	f l é g e n - - - - - -	d e r	d r ü	B l a d d e r	-	-	é n	L u f	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27025	Faulmert	1	E m	-	-	W e ng t e r - -	f l i - ë n - - - - - -	d e	d r ü	B l a a r	-	d u h r	-	L o h t	- - - h e r ö mm e n - - -	- - - - - - - - - - - -	-	-	-
hi	2703	Srokowo	1	O e m m	-	-	W i n t e r - -	f l ö g e - - - - - - -	d ö	d r ö g e	B l ä d e r	-	d ö r c h	-	L o f f t	- - - h e r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27038	Hahnseifen	1	E m	-	-	W e ng t e r - -	f l i e e n - - - - - -	d i e	t r ü e n	B l a e r	-	d u r	-	L u h t	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27064	Müsen	1	E m	-	-	W e n t e r - -	f l e g e - - - - - - -	d e	t r ü g g e	B l a r e r	-	d ö r c h	-	L o f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27074	Schameder	1	E m	-	-	W e n t e r - -	f l ie h - n - - - - - -	d e r	t r o c k e	B l ä r r e r	-	-	e	L u f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27106	Dudenhofen	1	E m	-	-	W e n t e r - -	f l ie g e - - - - - - -	d i e	t r o c k e n e	B l e r r e r	-	d o r c h	-	L u f t	- - - - e r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27135	Wenighösbach	1	I m	-	-	W i n t a r - -	f l ie g e n - - - - - -	d e r	t r o c k n e n	B l e ̯ r a ̯	-	-	i n	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2715	Stregiel	1	Ö m m	-	-	W i n t e r - -	f l e g e n - - - - - -	e	d r e e g e	B l ä d e r	-	d o r c h	-	L o f f t	- - - - - r o mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27150	Wiesthal	1	I m	-	-	W e n t e r - -	f l ie h e n - - - - - -	d e r	t r e c k e n e	B l e t t e r	-	-	i n	L u f t	- - - - - r ö m̄ - - - - -	- - - - - - - - - - - -	-	-	-
hi	27163	Massenbuch	1	I m	-	-	W i n t e r - -	f l i g ā - - - - - - -	d e r	t r o c k a n ā	B l ē i t t e r	-	-	i n	L u f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27186	Neubessingen	1	I a m	-	-	W i n t e r - -	f l i - a n - - - - - -	d r	t r u k a n e	B l ä i t e r	-	-	i n	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27209	Dittelbrunn	1	I m	-	-	W i n t e r - -	f l i - a n - - - - - -	d e r	t r o c k a n a	B l a i t r	-	-	i n	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27223	Vockenhausen	1	E m	-	-	W e n t e r - -	f l äi j a n g - - - - -	d i e	t r o c k e n e	B l e r r e n g	-	d o r c h	-	L u f t	- - - h e rr i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27244	Heddernheim	1	J m	-	-	W i n t e r - -	f l ie j e - - - - - - -	d i e	t r o c k e n e	B l ä d d e r	-	d o r c h	-	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2727	Budziska	1	E m	-	-	W i n t e r - -	f l ö g e - - - - - - -	n e	d r e e g e	B l ä d e r	-	-	e n	L o f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27425	Bruchköbel	1	E m m	-	-	W e n d e r - -	f l e͡-i h e - - - - - - -	d i	t r o c k n e	B l e r r e r	-	d o r c h	-	L o f t	- - - - e rr i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27444	Hailer	1	E m	-	-	W e n t e r - -	f l e ï h e - - - - - -	d e ï	d r o c k e l e	B l ä r r e r	-	d o r c h	-	L o f t	- - - h - r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2746	Chelchy	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	d e	d r u c k e n e	B l ä d e r	-	d o r c h	-	L o f t	- - - h e r o m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27461	Oberndorf	1	I m	-	-	W e n t e r - -	f l ie g e - - - - - - -	d r	d r o c k e n e	B l e d e r	-	-	i n	L u f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27469	Rossbach	1	E ̰ m	-	-	W i n t e r - -	f l i e g ḛ - - - - - -	d e r	t r o c k e n e	B l e h t r	-	-	e ̰ n	L u f t	- - - - - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27480	Hassenbach	1	I m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d e r	t r o u c k e n e	B l ä i t t e r	-	-	i n	L u f t	- - - - - r ü mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27501	Poppenlauer	1	N	-	-	W i n t e r - -	f l ie g ä - - - - - - -	d i e	t r u c k ä n ä	B l ä i t e r	-	-	i n	L u f t	- - - - - r ü mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27507	Cratzenbach	1	E m	-	-	W e n t ' r - -	f l e i - a - - - - - -	d ' r	d r o c k e n a	B l ä r r a	-	-	e n	L o f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	2762	Wilkowo	1	I m	-	-	W i n t e - - -	f l e g e - - - - - - -	d e	d r e g e	B l ä d e	-	d e r c h	-	L o f f t	- - - - e r e mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27692	Friedrichstal	1	I m	-	-	W e n t e r - -	f l e i - e - - - - - -	d i e	t r u c k e n e n	B l e r e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27719	Leidhecken	1	E a m	-	-	W ea n t e r - -	f l a e j e - - - - - -	d é	t r o c k n e	B l e r r e	-	-	e ͡ a n	L o f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27742	Gelnhaar	1	E a m	-	-	W ea n d e r - -	f l ä i j e - - - - - -	d '	d r o a k l e	B l e r r ' r	-	-	e a n	L o f t	- - - a - r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27765	Ulmbach	1	I m	-	-	W e n t e r - -	f l i=e - - - n - - - - -	d i e	t r o c k e n e	B l ä = e r	-	d o r c h	-	L u f t	- - - - ä r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27775	Eichenried	1	E m m	-	-	W e n t e r - -	f l ie g e - - - - - - -	d r	d r o c k e n e	B l e h e r	-	-	e n n	L u f t	- - - - e r ä mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	27792	Wildflecken	1	E m	-	-	W e n t e r - -	f l i ē g e - - - - - -	d r	t r o u c k e n e	B l ä ö t e r	-	-	i e n n	L u o f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27807	Bastheim	1	I n	-	-	W e n t e r - -	f l ie g e - - - - - - -	d i e	t r o c k e n e	B l ä d e r	-	-	i n	L u f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2781	Karwiny	1	E m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d e	t r e i g e	B l ä t e r	-	d ö r c h	-	L o f t	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27821	Philippstein	1	J m	-	-	W e n t e r - -	f l e j e - - - - - - -	d r	t r o c k e n e	B l ä r r e r	-	-	i n	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	27835	Dornholzhausen	1	E m	-	-	W e n t e r - -	f l ä - h e - - - - - -	d i e	t r o a c k e n e	B l e r r e r	-	d o r c h	-	L o f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2800	Krzykaly	1	Ö m	-	-	W i ng t a - - -	f l ie g e - - - - - - -	a	t r e i g e	B l ä t t a	-	-	e m	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28010	Nonnenroth	1	E m	-	-	W e n t e r - -	f l ei j e - - - - - - -	d ä i	t r o a c k e n e	B l ä r r e r	-	d o u r c h	-	L o f t	- - - e - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	28027	Götzen	1	E a m	-	-	W ea n t e r - -	f l ie g e - - - - - - -	d i e	t r o a c k n e	B l ö r r e r	-	d o r c h	-	L o f t	- - - h - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28045	Altenschlirf	1	I m	-	-	W e n t e r - -	f l oau - g e - - - - - -	d i e	t r o a k e l e	B l e t e r	-	d o a r c h	-	L u f t	- - - - e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28063	Fulda	1	I m	-	-	W e-i n t e r - -	f l ä - - e n - - - - -	d e r	t r o c k e n e	B l e d e r	-	-	i n	L u f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28080	Rupsroth	1	I m	-	-	W éi n t e r - -	f l e j e n - - - - - -	d i e	t r o c k e n e	B l e d e r	-	d u h r c h	-	-	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28107	Gerthausen	1	I m	-	-	W e-i n t e r - -	f l ie g e - - - - - - -	d i e	t r o c k e n e	B l e d e r	-	d u r c h	-	L u f t	- - - - - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	2817	Mawry	1	Ö m m	-	-	W i ng t a - - -	f l ie g e - - - - - - -	d e	t r a i g e	B l ä t a	-	d ö r c h	-	L o f t	- - - n e r ö mm a - - - -	- - - - - - - - - - - -	-	-	-
hi	282	Zolna	1	I m	-	-	W i n t e r - -	f l ei g e - - - - - - -	d e	d r ē g e	B l ä d a	-	-	i	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
hi	2827	Sarnowo	1	E m	-	-	W i ng t a - - -	f l ie g e - - - - - - -	d e	t r a i g	B l ä t a	-	d u r c h	-	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28278	Krumbach	1	E a m	-	-	W ea n t ' r - -	f l e u h e - - - - - -	d i e	d r o a k e n a	B l e r r e r	-	d o r c h	-	L o f t	- - - - a r ü m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28298	Londorf	1	E a m	-	-	W ea n t e r - -	f l ä j e - - - - - - -	d i e	t r o a c k e n e	B l a r r a r	-	d o r c h	-	L o f t	- - - - e r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28315	Otterbach	1	E a m	-	-	W ea n t e r - -	f l ä i h - n - - - - -	d ü i	t r o c k e n a	B l ö h r e r	-	d o r c h	-	L o f t	- - - - e r i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	28330	Schwarz	1	I m	-	-	W öi n t e r - -	f l ie h e - - - - - - -	d e	t r o a c k n e	B l ä r r e r	-	d o r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28346	Grossenmoor	1	I m	-	-	W äi n t e r - -	f l ie h e n - - - - - -	d e r	t r o ͡ a c k e n e	B l e d e r	-	-	i n	L u f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28358	Rasdorf	1	I m	-	-	W eÿ n t e r - -	f l i ͜ ä n n - - - - -	d e	t r o c k e n ä	B l ē t e r	-	d ū r c h	-	L u f t	- - - - ä r e mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	28369	Wiesenthal	1	I n	-	-	W eei n t e r - -	f l ie g e - - - - - - -	d i e	t r a k e n e	B l e d e r	-	d u r c h	-	L u f t	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28392	Herzhausen	1	E m	-	-	W ië n t e r - -	f l ie h e - - - - - - -	d ' r	t r o c k e n e	B l ä r e r	-	-	e n	L o f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2846	Ledlawki	1	Ö m	-	-	W i ng t a - - -	f l e g e - - - - - - -	d e	d r e e g e	B l ä i d a	-	d ö r c h	-	L o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
hi	285	Kosobudy	1	I m	-	-	W i n t e r - -	f l ä - j e - - - - - -	d i e	d r e j e	B l ä d e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28568	Betziesdorf	1	Ä e m	-	-	W ä n d e r - -	f l i - gg e - - - - - -	d i e	d r o ͡ a k k e n e h	B l ä r r e r	-	d o a ̃ r c h	-	L o f t	- - - h e rr i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28589	Neustadt (Hessen)	1	I m	-	-	W e n t e r - -	f l ie h e - - - - - - -	d i e	t r o c k e n e	B l ä r r e r	-	d ä r c h	-	L o f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	28605	Neukirchen	1	I m	-	-	W e n d e r - -	f l ä ï j e - - - - - -	d i e	d r o a c k e n e	B l ä r r e r	-	d ö r c h	-	L o a f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28623	Gittersdorf	1	E m	-	-	W eih n d e r - -	f l ie h - n - - - - - -	d e	d r o c k e n e	B l ä r r e r	-	d o r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	28640	Herfa	1	E m	-	-	W eih n t e r - -	f l ie h e n - - - - - -	d e	t r o c k e n e	B l ä t t e r	-	d o r c h	-	L u f t	- - - h e rr e mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	28651	Frauensee	1	E m	-	-	W ëi n t e r - -	f l ie h - n - - - - - -	d e	-	B l ä t t e r	-	d ö r c h	-	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	289	Königswiese (Leśna Huta)	1	I m	-	-	W i n t e - - -	f l e g e - - - - - - -	d e	d r e j	B l ä d e	-	d i r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2900	Borawskie	1	Ö m	-	-	W i n t e r - -	f l e g e - - - - - - -	e	d r o k n e	B l ä d e r	-	d o r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2906	Zabrowo	1	I m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d	d r ä g e	B l ä d e	-	d ö r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	291	Lubichowo	1	J m	-	-	W i n t ä - - -	f l e g ä - - - - - - -	d ä h	d r e g ä	B l ä d ä	-	d ü r c h	-	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
hi	2916	Stanowo	1	E ̆ m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d i e	t r o c k n e	B l ä t t e r	-	d o r c h	-	L o f t	- - - e ̆ r o m̄ - - - - -	- - - - - - - - - - - -	-	-	-
hi	2923	Fijewo	1	E m	-	-	W e n t e r - -	f l ie g e - - - - - - -	d e	t r u c k n e	B l ä t t e r	-	d o r c h	-	L o f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2935	Groß Koschlau	1	E m m	-	-	W i n t e r - -	f l i - g e - - - - - -	d i e	t r o c k n e	B ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2955	Liksajny	1	O e m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d i e	t r e i g e	B l ä t t e r	-	d o r c h	-	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2962	Molza	1	E m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d e	t r e i g e	B l ä t e r	-	d o r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2970	Warkaly	1	E m	-	-	W i ng t a - - -	f l ie g e - - - - - - -	d i e	t r a i g e	B l e t a	-	d e r c h	-	L u f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	2996	Bucznik	1	E m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d i e	t r e i g e	B l ä t t e r	-	d e r c h	-	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	300	Montauerweide	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	d e	d r ö g e	B l ä d e r	-	d ö r c h	-	L o f t	- - - h e r o m - - - - -	- - - - - - - - - - - -	-	-	-
hi	300660	Sankt Roman	1	I m	-	-	W i n t a - - -	f l oi g - n - - - - - -	d a	t r u k a n	B l a t l	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m a d u m - - - - -	-	-	-
hi	300798	Reikersdorf	1	I n	-	-	W i n t á - - -	f l iá g - n - - - - - -	d á	t r u c k á n	B l á d l n	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m - - á n a n d - -	-	-	-
hi	301042	Rigaus	1	I n	-	-	W i n t a - - -	f l ia ng - - d - - - - -	d a	d r u c k n a	B l a t t l	-	-	ö	L u f t	- - - - - - - - - - - - -	- u m - - a n a n d - -	-	-	-
hi	3058	Zyndaki	1	E m	-	-	W i n t a - - -	f l e g e - - - - - - -	a	d r e g e	B l ä d a	-	-	e n	L o f t	- - - h e r o m - - - - -	- - - - - - - - - - - -	-	-	-
hi	3069	Rychliki	1	Ö m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d e	t r e i g e	B l ä t t e r	-	d o r c h	-	L o f t	- - - h e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
hi	3083	Chojnik	1	O e m m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d i e	t r e i g e	B l ä t e r	-	d o r c h	-	L o f t	- - - h - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
hi	3093	Ksiaznik	1	E m	-	-	W i n t ē - - -	f l ie g e - - - - - - -	d i e	t r e i g e	B l ä t e r	-	d o r c h	-	L o f t	- - - h e r ö m̄ e - - r -	- - - - - - - - - - - -	-	-	-
hi	3111	Glotowo	1	Ö m	-	-	W i ng t a - - -	f l ie g e - - - - - - -	a	t r a i g e	B l ä t a	-	-	e n	L o f t	- - - - e r e m - - - - -	- - - - - - - - - - - -	-	-	-
hi	312	Ryman	1	J m	-	-	W i n t a - - -	f l ̄ei - g a - - - - - -	d e i	d r ö g a	B l ä r a	-	d ü r c h	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
ij	3122	Derc	1	E m	-	-	W i ng t a - - -	f l ie g e - - - - - - -	d e	t r a i g	B l ä h t a	-	d e r c h	-	L o f t	- - - - e r e m - - - - -	- - - - - - - - - - - -	-	-	-
ij	31677	Battweiler	1	I m	-	-	W i n d e r - -	f l i - - ĕ - - - - - -	d ĕ	d r o g g e n e	B l ä d d e r	-	-	i n	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
ij	31695	Heltersberg	1	I m	-	-	W i n d e r - -	f l ie h e - - - - - - -	d e r	t r u c k e n e	B l ä r r e r	-	-	i n	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
ij	31700	Ramberg	1	I m	-	-	W i n d e r - -	f l ie g - n - - - - - -	d r	t r u c k e n e	B l é r r e r	-	-	i n	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
